Level,State,Year,Population,Index,Violent,Property,Murder,Rape,Robbery,assault,Burglary,Larceny Theft,CarTheft
1,AK,2000 ,626932 ,26641 ,3554 ,23087 ,27 ,497 ,490 ,2540 ,3899 ,16838 ,2350 
1,AK,2001 ,633630 ,26895 ,3735 ,23160 ,39 ,501 ,514 ,2681.00,3847 ,16695 ,2618.00
1,AK,2002 ,641482 ,28133.00,4015 ,24118 ,33 ,511 ,489 ,2594 ,3908 ,17739 ,2471 
1,AK,2003 ,648280 ,28263.00,3877 ,24386 ,39 ,605 ,446 ,2787 ,3874 ,18051 ,2461 
1,AK,2004 ,657755 ,26331 ,4159 ,22172 ,37.00,558 ,447 ,3117 ,3773 ,16159 ,2240 
1,AK,2005.00,663253.00,28170.00,4194.00,23975.00,32.00,538.00,537.00,3087.00,4131,17249.00,2595.00
1,AK,2006.00,670053.00,28765.00,4610.00,24155.00,36.00,509.00,605.00,3406.00,4136,17490.00,2529.00
1,AK,2007.00,683478.00,27617.00,4519.00,23098.00,44.00,529.00,583.00,3363.00,3682,16998.00,2418.00
1,AK,2008.00,688125.00,24576.00,4479.00,20097.00,27.00,445.00,644.00,3363.00,3232,15235.00,1630.00
1,AK,2009.00,698473.00,24952.00,4424.00,20538.00,22.00,513.00,654.00,3235.00,3600,15251.00,1687.00
1,AK,2010.00,714146.00,24796.00,4537.00,20259.00,31.00,533.00,594.00,3379.00,3105,15535.00,1619.00
1,AK,2011.00,723860.00,23510.00,4416.00,19094.00,30.00,436.00,576.00,3374.00,2852,14854.00,1388.00
1,AK,2012.00,730307.00,24449.00,4412.00,20037.00,30.00,583.00,630.00,3169.00,2950,15565.00,1522.00
1,AK,2013.00,737259.00,25920.00,4709.00,21211.00,34.00,657.00,623.00,3127.00,2917,16599.00,1695.00
1,AK,2014.00,737046.00,25018.00,4684.00,20334.00,41.00,553.00,629.00,3243.00,3150,15445.00,1739.00
1,AK,2015.00,737709.00,26197.00,5391.00,20806.00,59.00,648.00,761.00,3671.00,3511,15249.00,2046.00
1,AK,2016.00,741522.00,30842.00,5966.00,24876.00,52.00,1053.00,850.00,4011.00,4053,17766.00,3057.00
1,AK,2017.00,739795.00,32337.00,6133.00,26204.00,62.00,863.00,951.00,4257.00,4171,17775.00,4258.00
1,AK,2018.00,735139.00,30900.00,6555.00,24345.00,47.00,1212.00,896.00,4400.00,3985,16364.00,3996.00
1,AK,2019.00,731545.00,27637.00,6343.00,21294.00,69.00,1088.00,826.00,4360.00,3563,15114.00,2617.00
5,AL,2000 ,4447100 ,202159 ,21620 ,180539 ,329 ,1482 ,5702 ,14107 ,40331 ,127399 ,12809.00
5,AL,2001 ,4468912 ,192835 ,19582 ,173253 ,379 ,1369 ,5584 ,12250 ,40642 ,119992 ,12619.00
5,AL,2002 ,4478869 ,200331.00,19931 ,180400 ,303 ,1664 ,5962 ,12002 ,42578 ,123932 ,13890 
5,AL,2003 ,4503726 ,201572 ,19331 ,182241 ,299 ,1656 ,6038 ,11338 ,43245 ,124039 ,14957.00
5,AL,2004 ,4525375 ,201664 ,19324 ,182340 ,254 ,1742 ,6042 ,11286 ,44666 ,123650 ,14024.00
5,AL,2005 ,4548327.00,197071.00,19678 ,177393.00,374.00,1564.00,6447.00,11293.00,43473,120780.00,13140.00
5,AL,2006 ,4599030.00,200578.00,19557 ,181021.00,382.00,1649.00,7059.00,10467.00,44571,121610.00,14840.00
5,AL,2007.00,4627851.00,204530.00,20732 ,183798.00,412.00,1545.00,7398.00,11377.00,45331,124237.00,14230.00
5,AL,2008.00,4677464.00,211401.00,21109 ,190292.00,357.00,1618.00,7344.00,11790.00,50379,126461.00,13452.00
5,AL,2009.00,4708708.00,199201.00,21194.00,178007.00,322.00,1504.00,6265.00,13103.00,48844,118072.00,11091.00
5,AL,2010.00,4785401.00,187191.00,18363.00,168828.00,275.00,1355.00,4864.00,11869.00,42484,115564.00,10780.00
5,AL,2011.00,4803689.00,193358.00,20166.00,173192.00,299.00,1370.00,4906.00,13591.00,51119,111411.00,10662.00
5,AL,2012.00,4817528.00,190571.00,21693.00,168878.00,342.00,1296.00,5020.00,15035.00,47481,111523.00,9874.00
5,AL,2013.00,4833996.00,182669.00,20834.00,161835.00,346.00,1449.00,4645.00,13788.00,42410,108862.00,10563.00
5,AL,2014.00,4846411.00,174814.00,20727.00,154087.00,276.00,1425.00,4702.00,13744.00,39723,104223.00,10141.00
5,AL,2015.00,4853875.00,167742.00,22957.00,144785.00,348.00,1449.00,4612.00,15960.00,35265,99182.00,10338.00
5,AL,2016.00,4860545.00,169137.00,25878.00,143259.00,407.00,1915.00,4687.00,18869.00,34045,97498.00,11716.00
5,AL,2017.00,4875120.00,169243.00,25469.00,143774.00,419.00,2001.00,4233.00,18816.00,31270,99707.00,12797.00
5,AL,2018.00,4887681.00,164269.00,25567.00,138702.00,383.00,2032.00,4047.00,19105.00,29101,96328.00,13273.00
5,AL,2019.00,4903185.00,156179.00,25046.00,131133.00,358.00,2068.00,3941.00,18679.00,26079,92477.00,12577.00
5,AR,2000 ,2673400 ,110019 ,11904 ,98115 ,168 ,848 ,2001 ,8887 ,21443 ,69740 ,6932 
5,AR,2001 ,2694698 ,111296 ,12190 ,99106 ,148 ,892 ,2181 ,8969 ,22196 ,69590 ,7320 
5,AR,2002 ,2706268 ,112672.00,11501 ,101171 ,142 ,754 ,2524 ,8081 ,23229 ,71525 ,6813 
5,AR,2003 ,2727774 ,111533 ,12449 ,99084 ,180 ,911 ,2227 ,9131 ,25016 ,68061 ,6007 
5,AR,2004 ,2750000 ,124725 ,13814 ,110911 ,176.00,1183 ,2372 ,10083 ,30151 ,74242 ,6581 
5,AR,2005 ,2775708.00,127584 ,14670 ,112914 ,189.00,1202 ,2532 ,10747 ,30118 ,75510 ,7286 
5,AR,2006 ,2810872.00,127177 ,15506 ,111521.00,205.00,1308 ,2766 ,11227 ,32042 ,72016 ,7463 
5,AR,2007 ,2834797.00,127568 ,15507 ,112061.00,191.00,1268 ,3024 ,10524 ,32072 ,72979 ,7010 
5,AR,2008.00,2867764.00,124224 ,14472 ,109752.00,164.00,1425 ,2756 ,10127 ,33772 ,69482 ,6498 
5,AR,2009.00,2889450.00,123983.00,14905 ,109078.00,179.00,1378 ,2576 ,10772.00,34753 ,68228.00,6097.00
5,AR,2010.00,2921588.00,118531.00,14711.00,103820.00,134.00,1321.00,2369.00,10887.00,32463,65796.00,5561.00
5,AR,2011.00,2938582.00,124603.00,14173.00,110430.00,160.00,1230.00,2357.00,10426.00,34016,70645.00,5769.00
5,AR,2012.00,2949828.00,123240.00,13851.00,109389.00,174.00,1233.00,2310.00,10134.00,32673,70982.00,5734.00
5,AR,2013.00,2958765.00,120182.00,13705.00,106477.00,158.00,1135.00,2261.00,9796.00,30369,70430.00,5678.00
5,AR,2014.00,2966835.00,113700.00,14248.00,99452.00,175.00,1291.00,2037.00,10220.00,24816,69001.00,5635.00
5,AR,2015.00,2977853.00,113160.00,15769.00,97391.00,189.00,1425.00,2117.00,11455.00,22851,68720.00,5820.00
4,AR,2016.00,2988231.00,114655.00,16563.00,98092.00,217.00,2214.00,2125.00,12007.00,23814,67091.00,7187.00
4,AR,2017.00,3002997.00,111415.00,16996.00,94419.00,249.00,2140.00,1998.00,12609.00,22369,64795.00,7255.00
4,AR,2018.00,3009733.00,106081.00,16904.00,89177.00,222.00,2341.00,1593.00,12748.00,19520,62350.00,7307.00
4,AR,2019.00,3017804.00,103893.00,17643.00,86250.00,242.00,2331.00,1557.00,13513.00,18095,60735.00,7420.00
5,AZ,2000 ,5130632 ,299092 ,27281 ,271811 ,359 ,1577 ,7504 ,17841 ,51902 ,176705 ,43204 
5,AZ,2001 ,5306966 ,322549 ,28675 ,293874 ,400 ,1518 ,8868 ,17889 ,54821 ,186850 ,52203 
5,AZ,2002 ,5441125 ,348467 ,30171 ,318296 ,387 ,1608 ,8000 ,20176 ,59087 ,201541 ,57668 
5,AZ,2003 ,5579222 ,340669.00,26334 ,314335 ,441 ,1856 ,7619 ,18722 ,58613 ,198725 ,56997 
5,AZ,2004 ,5739879 ,334028 ,28952 ,291203 ,414 ,1896 ,7721 ,18921 ,56885 ,179012 ,55306 
5,AZ,2005 ,5953007 ,317 823,30478 ,287345 ,445 ,2006 ,8579 ,19448 ,56328,176112 ,54905 
5,AZ,2006 ,6166318.00,316 286,30916 ,285370 ,465 ,1941 ,9226 ,19284 ,57055 ,173466 ,54849 
5,AZ,2007 ,6338755.00,310 364,30600 ,279764 ,468 ,1856 ,9618 ,18658.00,57825 ,173580 ,48389 
5,AZ,2008.00,6499377.00,296 956,31274 ,265682 ,454.00,2193.00,9757 ,18870.00,58125 ,169346 ,38211 
5,AZ,2009.00,6595778.00,264 849,28128 ,236721 ,380.00,2279.00,8199 ,17270.00,54308,155976.00,26437 
4,AZ,2010.00,6413158.00,253330.00,26528.00,226802.00,408.00,2191.00,6953.00,16976.00,50932,154137.00,21733.00
4,AZ,2011.00,6467315.00,256685.00,26789.00,229896.00,397.00,2499.00,7145.00,16748.00,54695,155400.00,19801.00
4,AZ,2012.00,6551149.00,259778.00,28077.00,231701.00,358.00,2282.00,7383.00,18054.00,52911,159808.00,18982.00
4,AZ,2013.00,6634997.00,250870.00,27576.00,223294.00,355.00,2344.00,6656.00,17391.00,48292,158036.00,16966.00
4,AZ,2014.00,6728783.00,239828.00,26422.00,213406.00,311.00,2356.00,6225.00,16614.00,43412,152683.00,17311.00
4,AZ,2015.00,6817565.00,235152.00,27968.00,207184.00,306.00,2268.00,6360.00,18193.00,38010,152388.00,16786.00
4,AZ,2016.00,6908642.00,239859.00,32542.00,207317.00,389.00,3304.00,7045.00,21804.00,38216,150618.00,18483.00
4,AZ,2017.00,7048876.00,240646.00,35647.00,204999.00,422.00,3622.00,7440.00,24163.00,37722,148251.00,19026.00
4,AZ,2018.00,7158024.00,226783.00,34053.00,192730.00,383.00,3605.00,6509.00,23556.00,31787,141789.00,19154.00
4,AZ,2019.00,7278717.00,210779.00,33141.00,177638.00,365.00,3662.00,6410.00,22704.00,28699,130788.00,18151.00
2,CA,2000 ,33871648 ,1266714 ,210531 ,1056183 ,2079 ,9785 ,60249 ,138418 ,222293 ,651855 ,182035 
2,CA,2001 ,34600463 ,1347056 ,212867 ,1134189 ,2206 ,9960 ,64614.00,136087 ,232273 ,697739 ,204177 
2,CA,2002 ,35001986 ,1384872.00,208388 ,1176484 ,2395 ,10198.00,64968 ,130827 ,238428,715692 ,222364 
2,CA,2003 ,35462712 ,1420637.00,205551 ,1215086 ,2407 ,9994.00,63770.00,129380 ,242272 ,731486 ,241326 
2,CA,2004 ,35842038 ,1416369 ,189175 ,1227194 ,2392 ,9615 ,61768 ,115400 ,245903 ,728687 ,252604 
2,CA,2005 ,36154147 ,1390710.00,190178 ,1200532 ,2503 ,9392 ,63622 ,114661 ,250521 ,692467 ,257543 
2,CA,2006.00,36457549 ,1350137.00,194120 ,1156017 ,2485 ,9212 ,70968 ,111455 ,246464 ,666860 ,242693 
2,CA,2007.00,36553213 ,1299685.00,191025 ,1108660 ,2260 ,9013 ,70542 ,109210 ,237025 ,652243 ,219392 
2,CA,2008.00,36580371 ,1265939.00,185173 ,1080766 ,2142 ,8903 ,69385 ,104743 ,237724 ,650513 ,192529 
2,CA,2009.00,36961664 ,1184367.00,174934 ,1009433 ,1972 ,8713 ,64093 ,100156 ,230198 ,615402.00,163833 
1,CA,2010.00,37338198.00,1146072.00,164133.00,981939.00,1809.00,8331.00,58116.00,95877.00,228857,600558.00,152524.00
1,CA,2011.00,37683933.00,1128765.00,154943.00,973822.00,1792.00,7665.00,54291.00,91195.00,230075,596905.00,146842.00
1,CA,2012.00,37999878.00,1210409.00,160944.00,1049465.00,1884.00,7837.00,56521.00,94702.00,245767,635090.00,168608.00
1,CA,2013.00,38431393.00,1173646.00,154739.00,1018907.00,1746.00,7464.00,53640.00,89029.00,232058,621557.00,165292.00
1,CA,2014.00,38792291.00,1100956.00,153763.00,947193.00,1700.00,8389.00,48681.00,91804.00,202669,592673.00,151851.00
1,CA,2015.00,38993940.00,1191797.00,166883.00,1024914.00,1861.00,9341.00,52862.00,99349.00,197404,656517.00,170993.00
1,CA,2016.00,39296476.00,1176866.00,174796.00,1002070.00,1930.00,13702.00,54789.00,104375.00,188304,637010.00,176756.00
1,CA,2017.00,39399349.00,1165660.00,178597.00,987063.00,1830.00,14724.00,56625.00,105418.00,176679,642019.00,168365.00
1,CA,2018.00,39461588.00,1118248.00,176604.00,941644.00,1739.00,15506.00,54328.00,105031.00,164645,621779.00,155220.00
1,CA,2019.00,39512223.00,1095445.00,174331.00,921114.00,1690.00,14799.00,52301.00,105541.00,152555,626802.00,141757.00
4,CO,2000 ,4301261 ,171304 ,14367 ,156937 ,134 ,1774 ,3034 ,9425 ,27133 ,112843 ,16961 
4,CO,2001 ,4430989 ,186379 ,15492 ,170887 ,158 ,1930 ,3555 ,9849 ,28533 ,121360 ,20994 
4,CO,2002 ,4501051 ,195936 ,15882 ,180054 ,179 ,2066 ,3579 ,10058 ,31678 ,125193 ,23183 
4,CO,2003 ,4547633 ,195466 ,15757 ,179709 ,185 ,1913 ,3738 ,9921 ,32394 ,124496 ,22816 
4,CO,2004 ,4601821 ,197443.00,17121 ,180322 ,201 ,1945 ,3739 ,11236 ,33010,123308 ,24004 
4,CO,2005 ,4663295 ,206947 ,18498 ,188449 ,173 ,2026 ,3948 ,12351.00,34746 ,127602 ,26101 
4,CO,2006 ,4753377 ,182660 ,18616 ,164054 ,158 ,2076 ,3835 ,12547.00,32422 ,110837 ,20795 
4,CO,2007 ,4861515 ,163047 ,16906 ,146141 ,153 ,1998 ,3453 ,11302.00,28751 ,100598 ,16792 
4,CO,2008.00,4935213 ,158236 ,17129 ,141107 ,156 ,2094 ,3369 ,11510.00,28222 ,99468 ,13417 
4,CO,2009.00,5024748 ,151218.00,17022 ,134196 ,159 ,2269 ,3371 ,11223.00,26637 ,95079 ,12480.00
4,CO,2010.00,5047692.00,151340.00,16339.00,135001.00,129.00,2230.00,3164.00,10816.00,26196,97534.00,11271.00
4,CO,2011.00,5116302.00,148866.00,16085.00,132781.00,155.00,2285.00,3299.00,10346.00,25725,96054.00,11002.00
1,CO,2012.00,5189458.00,155306.00,15951.00,139355.00,152.00,2122.00,3392.00,10285.00,26163,101091.00,12101.00
1,CO,2013.00,5272086.00,156073.00,16099.00,139974.00,174.00,2198.00,3136.00,9826.00,25075,102375.00,12524.00
1,CO,2014.00,5355588.00,152276.00,16487.00,135789.00,150.00,2236.00,3037.00,10211.00,23502,99688.00,12599.00
1,CO,2015.00,5448819.00,161392.00,17348.00,144044.00,173.00,2422.00,3315.00,10532.00,23490,104532.00,16022.00
1,CO,2016.00,5530105.00,171176.00,19030.00,152146.00,189.00,3635.00,3525.00,11681.00,23825,108680.00,19641.00
1,CO,2017.00,5615902.00,172933.00,20901.00,152032.00,222.00,4021.00,3868.00,12790.00,22618,107470.00,21944.00
1,CO,2018.00,5691287.00,177143.00,22851.00,154292.00,215.00,4328.00,3781.00,14527.00,21757,110518.00,22017.00
1,CO,2019.00,5758736.00,171127.00,21938.00,149189.00,218.00,3872.00,3663.00,14185.00,20064,107012.00,22113.00
5,CT,2000 ,3405565 ,110091 ,11058 ,99033 ,98 ,678 ,3832 ,6450 ,17436 ,68498 ,13099 
5,CT,2001 ,3434602 ,106791 ,11492 ,95299 ,105 ,639 ,4183 ,6565 ,17159 ,65762 ,12378 
5,CT,2002 ,3458587.00,104223 ,10807 ,93426 ,84 ,740 ,4069 ,5914 ,17111 ,64735 ,11580 
5,CT,2003 ,3486960 ,103026 ,11045 ,92981 ,112 ,698 ,4212 ,6023 ,16043 ,65043 ,11370 
5,CT,2004 ,3498966 ,103093 ,10112 ,93942 ,100 ,755 ,4188 ,5070 ,15959 ,66770 ,11213 
5,CT,2005 ,3500701 ,98336 ,9542 ,89794 ,105 ,712 ,3933 ,4792 ,15245 ,64416 ,10609 
5,CT,2006 ,3504809 ,97605 ,9841 ,87764 ,108 ,636 ,4241 ,4856 ,14694 ,62680 ,10390 
5,CT,2007 ,3502309 ,93017 ,8965 ,84052 ,106 ,658 ,3607 ,4594 ,15162 ,59723 ,9167 
5,CT,2008 ,3502932 ,97947 ,10737 ,87210 ,132 ,680 ,4043 ,5882 ,15107 ,63212 ,8891 
5,CT,2009 ,3518288 ,93213 ,10588 ,82625.00,106 ,657 ,4001.00,5824 ,15172 ,59992 ,7461 
5,CT,2010.00,3575498.00,88342.00,10083.00,78259.00,133.00,595.00,3553.00,5802.00,15145,56413.00,6701.00
3,CT,2011.00,3586717.00,87094.00,9889.00,77205.00,129.00,689.00,3689.00,5382.00,15468,55067.00,6670.00
2,CT,2012.00,3591765.00,87352.00,10183.00,77169.00,117.00,933.00,3709.00,5424.00,14787,55904.00,6478.00
2,CT,2013.00,3599341.00,80713.00,9439.00,71274.00,91.00,647.00,3551.00,4906.00,12934,52099.00,6241.00
2,CT,2014.00,3594762.00,77901.00,8575.00,69326.00,89.00,579.00,3172.00,4520.00,12017,51195.00,6114.00
2,CT,2015.00,3584730.00,73548.00,7938.00,65610.00,116.00,585.00,2925.00,4099.00,10286,48898.00,6426.00
2,CT,2016.00,3587685.00,73044.00,8169.00,64875.00,79.00,791.00,2711.00,4588.00,10107,47642.00,7126.00
2,CT,2017.00,3573880.00,71836.00,8190.00,63646.00,105.00,850.00,2813.00,4422.00,8906,47418.00,7322.00
2,CT,2018.00,3571520.00,66841.00,7485.00,59356.00,86.00,873.00,2205.00,4321.00,7983,44181.00,7192.00
2,CT,2019.00,3565287.00,57408.00,6546.00,50862.00,104.00,771.00,1929.00,3742.00,6441,38457.00,5964.00
5,DE,2000 ,783600 ,35090 ,5363 ,29727 ,25 ,424 ,1394 ,3520 ,5216,21360 ,3151 
5,DE,2001 ,796599 ,32267 ,4868 ,27399 ,23 ,420 ,1156 ,3269 ,5144 ,19476 ,2779 
5,DE,2002 ,805945 ,31803 ,4836 ,26967 ,26 ,358 ,1154 ,3298 ,5355 ,18555 ,3057 
5,DE,2003 ,818166 ,33468 ,5525 ,27943 ,21 ,370 ,1441 ,3693 ,6066 ,18933 ,2944 
5,DE,2004 ,830069 ,32361 ,5105 ,27256 ,28 ,357 ,1343 ,3377 ,5669,19285 ,2302.00
5,DE,2005 ,841741 ,31577.00,5332 ,26245 ,37 ,377 ,1306 ,3612.00,5811,18085 ,2349 
5,DE,2006 ,853476 ,34488.00,5817 ,29171 ,42 ,400 ,1735 ,3640.00,6189,20166 ,2816 
5,DE,2007 ,864764 ,35103.00,5960 ,29143 ,37 ,336 ,1706 ,3881.00,6341,20486 ,2316 
5,DE,2008.00,876211 ,37532.00,6187 ,31385 ,57 ,371 ,1847 ,3912.00,6783,22045 ,2557.00
5,DE,2009.00,885122 ,35398.00,5713.00,29685 ,41 ,395 ,1680 ,3597.00,6943,20836 ,1906.00
5,DE,2010.00,899792.00,36686.00,5608.00,31078.00,51.00,326.00,1839.00,3392.00,7550,21593.00,1935.00
4,DE,2011.00,908137.00,36307.00,5144.00,31163.00,48.00,307.00,1558.00,3231.00,7617,22001.00,1545.00
4,DE,2012.00,917053.00,35755.00,5048.00,30707.00,56.00,249.00,1498.00,3245.00,7389,21880.00,1438.00
4,DE,2013.00,925240.00,33634.00,4633.00,29001.00,41.00,278.00,1233.00,2960.00,6299,21347.00,1355.00
4,DE,2014.00,935968.00,32483.00,4568.00,27915.00,50.00,274.00,1271.00,2857.00,5765,20885.00,1265.00
2,DE,2015.00,944076.00,30305.00,4760.00,25545.00,62.00,257.00,1240.00,3097.00,4797,19555.00,1193.00
2,DE,2016.00,952065.00,31178.00,4844.00,26334.00,56.00,221.00,1359.00,3121.00,5023,19791.00,1520.00
2,DE,2017.00,957078.00,27807.00,4377.00,23430.00,51.00,351.00,1082.00,2893.00,3960,18108.00,1362.00
2,DE,2018.00,965479.00,26484.00,4079.00,22405.00,46.00,334.00,861.00,2838.00,3154,17780.00,1471.00
2,DE,2019.00,973764.00,26046.00,4115.00,21931.00,48.00,310.00,790.00,2967.00,2968,17359.00,1604.00
5,FL,2000 ,15982378 ,910154 ,129777 ,780377 ,903 ,7057 ,31809 ,90008 ,172898 ,518298 ,89181 
5,FL,2001 ,16373330 ,913230 ,130713 ,782517 ,874 ,6641 ,32867 ,90331 ,176052 ,516548 ,89917 
5,FL,2002 ,16691701.00,905957 ,128721 ,777236 ,911 ,6753 ,32581 ,88476 ,177242 ,511478 ,88516 
5,FL,2003 ,16999181.00,881976 ,124280 ,757696 ,924 ,6727 ,31523 ,85106 ,170644 ,505489 ,81563 
5,FL,2004 ,17385430 ,850895 ,123754 ,727141 ,946 ,6612 ,29997 ,86199 ,166332 ,482484 ,78325 
5,FL,2005 ,17768191 ,838965 ,125957 ,712998 ,883 ,6592 ,30141 ,88341 ,164783 ,472912 ,75303.00
5,FL,2006 ,18089888.00,849879 ,128795 ,721084 ,1129 ,6475 ,34147 ,87044 ,170873 ,473774 ,76437.00
5,FL,2007 ,18251243.00,878227 ,131880 ,746347 ,1201 ,6151 ,38162 ,86366 ,181833 ,490858 ,73656.00
5,FL,2008 ,18423878.00,885166 ,126260 ,758906 ,1169 ,5972 ,36269 ,82850 ,188475 ,506914 ,63517.00
5,FL,2009.00,18537969.00,825551 ,113541 ,712010 ,1017 ,5501 ,30911 ,76112 ,181884 ,479867 ,50259.00
5,FL,2010.00,18838613.00,771004.00,101969.00,669035.00,987.00,5373.00,26086.00,69523.00,169119,458454.00,41462.00
5,FL,2011.00,19082262.00,769398.00,98198.00,671200.00,984.00,5273.00,25622.00,66319.00,170171,461408.00,39621.00
5,FL,2012.00,19320749.00,727075.00,94087.00,632988.00,1009.00,5260.00,23889.00,63929.00,153563,442095.00,37330.00
5,FL,2013.00,19600311.00,699163.00,91993.00,607170.00,972.00,4765.00,23200.00,61054.00,138915,433344.00,34911.00
4,FL,2014.00,19905569.00,675119.00,91345.00,583774.00,982.00,5038.00,21621.00,61610.00,121379,426197.00,36198.00
2,FL,2015.00,20244914.00,663895.00,93625.00,570270.00,1041.00,5396.00,21137.00,63895.00,109268,420341.00,40661.00
2,FL,2016.00,20612439.00,642512.00,88700.00,553812.00,1111.00,5528.00,20175.00,59816.00,100325,410352.00,43135.00
2,FL,2017.00,20976812.00,612731.00,85606.00,527125.00,1057.00,7936.00,18597.00,58016.00,88835,395375.00,42915.00
2,FL,2018.00,21244317.00,567997.00,81980.00,486017.00,1107.00,8438.00,16884.00,55551.00,71933,372919.00,41165.00
2,FL,2019.00,21477737.00,542116.00,81270.00,460846.00,1122.00,8456.00,16217.00,55475.00,63396,358402.00,39048.00
5,GA,2000 ,8186453 ,388949 ,41319 ,347630 ,651 ,1968 ,13250 ,25450 ,68488 ,240440 ,38702 
5,GA,2001 ,8405677 ,389543 ,41671 ,347872 ,598 ,2180 ,14402 ,24491 ,71799,238484 ,37589 
5,GA,2002 ,8544005 ,385830 ,39271 ,346559 ,606 ,2108 ,13432 ,23125 ,73932 ,234591 ,38036 
5,GA,2003 ,8676460 ,409024 ,39435 ,369589 ,657 ,2234 ,14043 ,22501 ,79001 ,247916 ,43392 
5,GA,2004 ,8918129 ,416873 ,40217 ,376656 ,613 ,2387 ,13656 ,23561 ,82992 ,249426 ,44238.00
5,GA,2005 ,9132553 ,419259 ,40725 ,378534 ,564 ,2143 ,14041 ,23977 ,84463 ,249594 ,44477 
5,GA,2006 ,9363941 ,408289 ,44106 ,364183 ,600 ,2173 ,15509 ,25824 ,85117 ,235903 ,43163 
5,GA,2007 ,9544750 ,419417 ,47075 ,372342 ,717 ,2178 ,17340 ,26839 ,90690 ,239058 ,42594 
5,GA,2008.00,9697838 ,434560 ,47461 ,387099 ,650 ,2344 ,17862 ,26605 ,100662 ,246844.00,39593.00
5,GA,2009.00,9829211 ,403058 ,42073 ,360985 ,566 ,2323.00,14631 ,24553 ,98606,229216.00,33163.00
5,GA,2010.00,9712157.00,392517.00,39068.00,353449.00,555.00,2107.00,12372.00,24034.00,96947,226161.00,30341.00
5,GA,2011.00,9812460.00,393997.00,36762.00,357235.00,549.00,2066.00,12266.00,21881.00,96014,231543.00,29678.00
5,GA,2012.00,9915646.00,377148.00,37675.00,339473.00,583.00,2143.00,12502.00,22447.00,86992,223875.00,28606.00
5,GA,2013.00,9994759.00,377327.00,37519.00,339808.00,563.00,2022.00,12704.00,21361.00,83459,229190.00,27159.00
