Level,State,Year,Population,Index,Violent,Property,Murder,Rape,Robbery,assault,Burglary,Larceny Theft,CarTheft
2,MD,2014.00,5975346.00,177157.00,26767.00,150390.00,362.00,1144.00,9565.00,15208.00,28134,109140.00,13116.00
2,MD,2015.00,5994983.00,170732.00,28185.00,142547.00,538.00,1209.00,10111.00,15819.00,26432,102701.00,13414.00
2,MD,2016.00,6016447.00,165845.00,28400.00,137445.00,481.00,1266.00,10289.00,15874.00,24692,100919.00,11834.00
2,MD,2017.00,6024891.00,165026.00,30321.00,134705.00,558.00,1712.00,11189.00,16862.00,23526,97657.00,13522.00
2,MD,2018.00,6035802.00,151275.00,28330.00,122945.00,491.00,1991.00,9716.00,16132.00,18910,91887.00,12148.00
2,MD,2019.00,6045680.00,145357.00,27456.00,117901.00,542.00,1913.00,9203.00,15798.00,16862,89780.00,11259.00
2,ME,2000 ,1274923 ,33400 ,1397 ,32003 ,15 ,320 ,247 ,815 ,6775 ,23906 ,1322 
2,ME,2001 ,1284470 ,34589 ,1435 ,33154 ,19 ,326 ,264 ,826 ,6898 ,24585 ,1671.00
2,ME,2002 ,1294894 ,34381 ,1396 ,32985 ,14 ,377 ,270 ,735 ,6965 ,24591 ,1429 
2,ME,2003 ,1309205 ,33500 ,1422 ,32078 ,16 ,354.00,289 ,763 ,6579 ,24043 ,1456 
2,ME,2004 ,1314966 ,33104 ,1364 ,31740 ,18 ,315 ,289.00,742 ,6341 ,24096 ,1303 
2,ME,2005 ,1318220.00,33362 ,1483 ,31889 ,19 ,326 ,323 ,815 ,6323 ,24218 ,1348 
2,ME,2006 ,1321574.00,34802 ,1526 ,33286 ,23 ,339 ,384 ,780 ,6779 ,25167 ,1340 
2,ME,2007 ,1317207.00,33446 ,1554 ,31992 ,21 ,391 ,349 ,793 ,6676 ,24057 ,1259 
2,ME,2008 ,1319691.00,34005 ,1572.00,32433 ,31 ,379 ,333 ,829 ,6559 ,24695 ,1179 
2,ME,2009 ,1318301.00,33286 ,1580 ,31706 ,26 ,375.00,399 ,780 ,6729 ,23955 ,1022 
2,ME,2010.00,1327379.00,34521.00,1621.00,32900.00,24.00,389.00,412.00,796.00,7364,24547.00,989.00
2,ME,2011.00,1328544.00,35467.00,1638.00,33829.00,26.00,394.00,370.00,848.00,7865,24886.00,1078.00
2,ME,2012.00,1328501.00,35024.00,1626.00,33398.00,26.00,372.00,420.00,808.00,7476,24931.00,991.00
2,ME,2013.00,1328702.00,32215.00,1761.00,30454.00,24.00,366.00,335.00,907.00,6480,23063.00,911.00
2,ME,2014.00,1330256.00,28125.00,1698.00,26427.00,21.00,346.00,304.00,889.00,5035,20591.00,801.00
2,ME,2015.00,1329453.00,26087.00,1726.00,24361.00,23.00,337.00,311.00,931.00,4694,18853.00,814.00
1,ME,2016.00,1331479.00,23560.00,1648.00,21912.00,20.00,300.00,266.00,950.00,4003,17134.00,775.00
1,ME,2017.00,1335063.00,21752.00,1610.00,20142.00,23.00,470.00,249.00,868.00,3337,16012.00,793.00
1,ME,2018.00,1339057.00,19701.00,1500.00,18201.00,23.00,447.00,228.00,802.00,2712,14712.00,777.00
1,ME,2019.00,1344212.00,18291.00,1548.00,16743.00,20.00,516.00,188.00,824.00,2350,13667.00,726.00
5,MI,2000 ,9938444 ,408456 ,55159 ,353297 ,669 ,5025 ,13712 ,35753 ,69790,227783 ,55724 
5,MI,2001 ,10006266 ,407777 ,55424 ,352353 ,672.00,5264 ,12937.00,36551 ,72038 ,226708 ,53607.00
5,MI,2002 ,10043221 ,389366 ,54306 ,335060 ,678 ,5364 ,11847 ,36417 ,70970 ,214367 ,49723 
5,MI,2003 ,10082364 ,382 115,51550 ,330565 ,612 ,5470 ,11254 ,34214 ,68316 ,208538 ,53711 
5,MI,2004 ,10104206 ,359542.00,49737 ,309805 ,643 ,5482 ,11336 ,32276 ,64233 ,194988 ,50584 
5,MI,2005 ,10100833 ,368728 ,55936 ,312892 ,629 ,5199 ,13348 ,36760 ,70527,194090 ,48275 
5,MI,2006 ,10095643 ,380029 ,56778 ,324351 ,713 ,5269 ,14208 ,36588 ,76107,198227 ,50017 
5,MI,2007 ,10071822 ,362763 ,53988 ,308775.00,676 ,4579 ,13414 ,35319 ,75428,191196 ,42151 
2,MI,2008 ,10002486 ,346053 ,51384 ,294669.00,554 ,4486 ,13234 ,33110 ,74686,184268 ,35715 
2,MI,2009 ,9969727 ,333844.00,49825 ,284019.00,623.00,4524 ,12427 ,32251 ,76046,178628 ,29345 
2,MI,2010.00,9877143.00,320194.00,48693.00,271501.00,580.00,4733.00,11522.00,31858.00,74345,169748.00,27408.00
2,MI,2011.00,9876801.00,295060.00,43731.00,251329.00,617.00,4344.00,10263.00,28507.00,69755,156666.00,24908.00
2,MI,2012.00,9882519.00,294211.00,44962.00,249249.00,701.00,4635.00,10423.00,29203.00,65560,158609.00,25080.00
2,MI,2013.00,9898193.00,274892.00,44757.00,230135.00,625.00,4506.00,10093.00,27254.00,56256,149794.00,24085.00
2,MI,2014.00,9916306.00,245247.00,42555.00,202692.00,544.00,4500.00,8037.00,27610.00,44328,137142.00,21222.00
2,MI,2015.00,9917715.00,232903.00,41712.00,191191.00,585.00,4782.00,7818.00,26599.00,40375,132019.00,18797.00
2,MI,2016.00,9928300.00,235192.00,45572.00,189620.00,598.00,5114.00,7120.00,30729.00,39568,129876.00,20176.00
1,MI,2017.00,9976447.00,224722.00,44883.00,179839.00,569.00,7110.00,6508.00,30696.00,35833,124410.00,19596.00
1,MI,2018.00,9984072.00,211362.00,45176.00,166186.00,555.00,7901.00,5638.00,31082.00,31834,116876.00,17476.00
1,MI,2019.00,9986857.00,201982.00,43686.00,158296.00,556.00,7235.00,5350.00,30545.00,28572,111980.00,17744.00
5,MN,*2000,4919479 ,171611 ,13813 ,157798 ,151 ,2240 ,3713.00,7709 ,26116 ,118250 ,13432 
5,MN,2001 ,4984535 ,178191 ,13145 ,165046 ,119.00,2236 ,3758 ,7032 ,25496 ,124519 ,15031 
5,MN,2002 ,5024791 ,177454 ,13428 ,164026 ,112 ,2273 ,3937 ,7106 ,28034 ,122150 ,13842 
5,MN,2003 ,5064172 ,170979 ,13316 ,157663 ,127 ,2092 ,3906 ,7191 ,27698 ,116216 ,13749 
5,MN,2004 ,5096546.00,168770 ,13751 ,155019.00,113 ,2123 ,4070 ,7445 ,28048 ,113453.00,13518 
5,MN,2005.00,5126739 ,173544 ,15243 ,158301 ,115 ,2258 ,4724.00,8146 ,29711 ,114304 ,14281 
5,MN,2006.00,5167101  ,175534.00,16425 ,159119 ,125 ,1947 ,5433.00,8920 ,30173 ,115567 ,13379 
5,MN,2007.00,5197621  ,172832 ,15003 ,157829 ,116 ,1873 ,4770.00,8244 ,29670 ,115633 ,12526 
5,MN,2008.00,5230567  ,162976 ,13771 ,149205 ,109 ,1805 ,4179.00,7678 ,26483 ,112579 ,10143 
5,MN,2009.00,5266214  ,152160 ,12874 ,139286 ,74 ,1789 ,3619.00,7392 ,25580 ,105160 ,8546 
5,MN,2010.00,5310658.00,148946.00,12515.00,136431.00,96.00,1798.00,3388.00,7233.00,24415,103429.00,8587.00
5,MN,2011.00,5347299.00,148506.00,12323.00,136183.00,75.00,2113.00,3385.00,6750.00,25681,102354.00,8148.00
5,MN,2012.00,5379646.00,150571.00,12419.00,138152.00,99.00,1638.00,3475.00,7207.00,25378,104316.00,8458.00
5,MN,2013.00,5420380.00,143295.00,12100.00,131195.00,114.00,1403.00,3674.00,6909.00,22713,100516.00,7966.00
2,MN,2014.00,5457125.00,137882.00,12505.00,125377.00,88.00,1448.00,3687.00,6729.00,20773,96237.00,8367.00
2,MN,2015.00,5482435.00,135303.00,13319.00,121984.00,133.00,1679.00,3771.00,7094.00,19299,94704.00,7981.00
2,MN,2016.00,5519952.00,131150.00,13394.00,117756.00,101.00,1731.00,3728.00,7217.00,18606,90422.00,8728.00
2,MN,2017.00,5568155.00,135775.00,13345.00,122430.00,114.00,2405.00,3627.00,7199.00,18828,93602.00,10000.00
2,MN,2018.00,5606249.00,124589.00,12403.00,112186.00,107.00,2475.00,2946.00,6875.00,16206,85849.00,10131.00
1,MN,2019.00,5639632.00,130568.00,13332.00,117236.00,117.00,2448.00,3149.00,7618.00,15927,90092.00,11217.00
5,MO,2000 ,5595211.00,253338 ,27419 ,225919 ,347 ,1351 ,7598 ,18123 ,41685 ,159539 ,24695 
5,MO,2001 ,5637309 ,268883 ,30472 ,238411 ,372 ,1383 ,7771.00,20946 ,42977 ,167420 ,28014 
5,MO,2002 ,5669544 ,261077.00,30557 ,230520 ,331.00,1465 ,7024 ,21737 ,42721 ,159921 ,27878 
5,MO,2003 ,5719204 ,261631 ,28067 ,233564 ,289 ,1400 ,6686 ,19692 ,41997 ,161616 ,29951 
3,MO,2004 ,5759532 ,252855 ,28226 ,224629 ,354 ,1479 ,6630 ,19763 ,40472 ,158264 ,25893 
3,MO,2005 ,5797703.00,252286 ,30477 ,227809 ,402 ,1625 ,7196 ,21254 ,42822 ,159288 ,25699 
3,MO,2006 ,5842713.00,254450 ,31880 ,223570 ,368.00,1764.00,7587 ,22161 ,44647,153490 ,25433 
3,MO,2007 ,5878415.00,249441 ,29682 ,219759 ,385.00,1714.00,7165 ,20418 ,43446,152529 ,23784 
3,MO,2008 ,5956335.00,246286.00,29711 ,216575 ,456.00,1614.00,7396 ,20245 ,45772,150041 ,20762 
3,MO,2009 ,5987580.00,231296.00,29513 ,201783.00,387.00,1606.00,7437 ,20083 ,43591,140764 ,17428 
3,MO,2010.00,5995715.00,228298.00,27440.00,200858.00,420.00,1445.00,6185.00,19390.00,44197,140526.00,16135.00
3,MO,2011.00,6008984.00,225973.00,26888.00,199085.00,366.00,1469.00,6275.00,18778.00,44875,138879.00,15331.00
3,MO,2012.00,6024522.00,227002.00,27189.00,199813.00,390.00,1527.00,5782.00,19490.00,42510,140971.00,16332.00
3,MO,2013.00,6044917.00,215871.00,26216.00,189655.00,369.00,1679.00,5486.00,18056.00,38797,134514.00,16344.00
3,MO,2014.00,6063827.00,203318.00,26882.00,176436.00,404.00,1728.00,5592.00,18483.00,35293,124769.00,16374.00
3,MO,2015.00,6076204.00,204080.00,30292.00,173788.00,503.00,1858.00,6383.00,20833.00,34029,122749.00,17010.00
3,MO,2016.00,6093000.00,202193.00,31644.00,170549.00,537.00,1884.00,6570.00,21983.00,31710,120544.00,18295.00
3,MO,2017.00,6108612.00,205830.00,32450.00,173380.00,599.00,2737.00,6362.00,22752.00,30086,123356.00,19938.00
2,MO,2018.00,6121623.00,193394.00,30696.00,162698.00,599.00,2935.00,5206.00,21956.00,27345,115506.00,19847.00
2,MO,2019.00,6137428.00,192326.00,30380.00,161946.00,568.00,2917.00,4959.00,21936.00,26414,114460.00,21072.00
5,MS,2000 ,2844658 ,113911 ,10267 ,103644 ,255 ,1019 ,2703 ,6290.00,26918 ,69758 ,6968 
5,MS,2001 ,2859733 ,119615 ,10006 ,109609 ,282 ,1147 ,3294 ,5283 ,29821 ,70315.00,9473 
5,MS,2002 ,2866733 ,119442 ,9858 ,109584 ,264 ,1127 ,3356 ,5111 ,29593 ,70468 ,9523.00
5,MS,2003 ,2882594 ,116203 ,9336 ,106867 ,267 ,1079 ,3016 ,4974 ,29564 ,68307 ,8996 
5,MS,2004.00,2900768 ,109548 ,8568 ,100980 ,227 ,1161 ,2503 ,4677 ,27661 ,65404 ,7879.00
5,MS,2005 ,2908496.00,103362 ,8131 ,95231 ,214 ,1147 ,2405 ,4365.00,26866 ,60873 ,7492 
5,MS,2006 ,2910540.00,102089 ,8696.00,93393 ,223 ,1000 ,3118 ,4350.00,27239 ,57807 ,8347 
5,MS,2007 ,2918785.00,101926 ,8502.00,93424 ,208 ,1040 ,2866 ,4388.00,27959 ,58084 ,7381 
5,MS,2008 ,2940212.00,95397 ,8952.00,86445 ,234 ,927 ,3092 ,4699.00,25810 ,54282 ,6353 
5,MS,2009 ,2951996.00,95778.00,8451.00,87327 ,194 ,991.00,2969 ,4297.00,29559 ,52329 ,5439 
5,MS,2010.00,2970072.00,96595.00,7999.00,88596.00,204.00,931.00,2777.00,4087.00,30453,52784.00,5360.00
5,MS,2011.00,2977457.00,97818.00,8009.00,89809.00,232.00,863.00,2496.00,4418.00,30722,54179.00,4908.00
5,MS,2012.00,2986450.00,91702.00,7769.00,83933.00,213.00,819.00,2277.00,4460.00,28084,51520.00,4329.00
5,MS,2013.00,2992206.00,89851.00,8303.00,81548.00,217.00,726.00,2413.00,4649.00,24969,52192.00,4387.00
4,MS,2014.00,2993443.00,95218.00,8331.00,86887.00,259.00,768.00,2405.00,4585.00,23898,58515.00,4474.00
4,MS,2015.00,2989390.00,93975.00,8190.00,85785.00,253.00,851.00,2312.00,4467.00,25068,56446.00,4271.00
4,MS,2016.00,2988726.00,91115.00,8383.00,82732.00,238.00,905.00,2397.00,4471.00,23354,55054.00,4324.00
4,MS,2017.00,2989663.00,90425.00,7661.00,82764.00,190.00,658.00,2492.00,4321.00,22449,55968.00,4347.00
4,MS,2018.00,2981020.00,79630.00,7929.00,71701.00,214.00,596.00,1700.00,5419.00,20355,46201.00,5145.00
4,MS,2019.00,2976149.00,78979.00,8272.00,70707.00,332.00,747.00,1700.00,5493.00,18660,46300.00,5747.00
5,MT,*2000 ,902195 ,31878 ,2171 ,29707 ,16 ,301 ,249.00,1605.00,3946 ,23805.00,1956.00
5,MT,2001 ,905382 ,33362 ,3187.00,30175 ,34 ,188.00,230 ,2735 ,3670 ,24684.00,1821 
5,MT,2002 ,910372 ,31948 ,3197 ,28751 ,16 ,237 ,283 ,2661 ,3289 ,23679 ,1783.00
5,MT,2003 ,918157 ,31779 ,3351 ,28428 ,30 ,246 ,298 ,2777 ,3722 ,22800 ,1906 
4,MT,2004 ,926920 ,29938 ,2723 ,27215 ,30 ,273 ,233.00,2187.00,3515,22082 ,1618 
4,MT,2005.00,934737 ,32041 ,2634 ,29407 ,18 ,301 ,177.00,2138.00,3642 ,23794.00,1917.00
4,MT,2006.00,944632 ,27784 ,2397 ,25387 ,17 ,269 ,164.00,1914.00,2935 ,20704.00,1748.00
4,MT,2007.00,957861 ,28243 ,2754 ,26489 ,14 ,290 ,191.00,2259.00,3027 ,21707.00,1755.00
4,MT,2008.00,968035 ,29241 ,2918 ,26323 ,33 ,346 ,203.00,2336.00,3654,20898.00,1771.00
4,MT,2009.00,974989 ,27624 ,2798 ,24826 ,32 ,357 ,228.00,2181.00,3686,19528.00,1612.00
4,MT,2010.00,990958.00,28142.00,2733.00,25409.00,25.00,332.00,154.00,2222.00,3692,20166.00,1551.00
4,MT,2011.00,997677.00,26640.00,2755.00,23885.00,29.00,366.00,171.00,2189.00,3347,19089.00,1449.00
4,MT,2012.00,1005494.00,28905.00,2803.00,26102.00,29.00,392.00,202.00,2180.00,3920,20484.00,1698.00
4,MT,2013.00,1014864.00,29119.00,2924.00,26195.00,23.00,382.00,217.00,2217.00,4122,20192.00,1881.00
4,MT,2014.00,1023252.00,28886.00,3361.00,25525.00,38.00,396.00,202.00,2563.00,3639,19826.00,2060.00
4,MT,2015.00,1032073.00,30923.00,3647.00,27276.00,38.00,405.00,210.00,2827.00,3887,20966.00,2423.00
4,MT,2016.00,1042520.00,31816.00,3840.00,27976.00,36.00,414.00,266.00,2960.00,3934,21299.00,2743.00
4,MT,2017.00,1053090.00,31231.00,3937.00,27294.00,41.00,639.00,234.00,3023.00,3623,21073.00,2598.00
4,MT,2018.00,1060665.00,30827.00,4040.00,26787.00,37.00,569.00,270.00,3164.00,3329,20641.00,2817.00
4,MT,2019.00,1068778.00,27768.00,4328.00,23440.00,27.00,624.00,205.00,3472.00,2887,18176.00,2377.00
5,NC,2000 ,8049313 ,395972 ,40051 ,355921 ,560 ,2181 ,12595 ,24715 ,97888 ,232767 ,25266.00
5,NC,2001 ,8206105 ,404242.00,40465 ,363777.00,505 ,2083 ,13304 ,24573 ,101889 ,237241 ,24647.00
5,NC,2002 ,8305820 ,392826 ,39118 ,353708 ,548 ,2196 ,12205 ,24169 ,99535 ,229307 ,24866 
5,NC,2003 ,8421190 ,397903 ,38243 ,359660 ,506 ,2139 ,12229 ,23369 ,100687 ,232081 ,26892 
5,NC,2004 ,8540468 ,393572 ,38244 ,355328 ,532 ,2339 ,11782 ,23591 ,101193 ,227147 ,26988.00
5,NC,2005 ,8672459.00,394505 ,40650 ,353855 ,585 ,2302 ,12635 ,25128 ,104298 ,221091 ,28466.00
5,NC,2006 ,8856505.00,407084 ,42124 ,364960 ,540 ,2495 ,13484 ,25605 ,107407 ,227427 ,30126.00
5,NC,2007 ,9061032.00,412616 ,42262 ,370354 ,585 ,2385 ,13548 ,25744 ,108800 ,233588 ,27966.00
5,NC,2008 ,9247134.00,415810 ,43120 ,372690 ,605.00,2290 ,14321 ,25904 ,111541 ,234425 ,26724.00
5,NC,2009.00,9380884.00,381653.00,37946 ,343707.00,489 ,2306 ,11825 ,23326 ,107830 ,215923 ,19954.00
5,NC,2010.00,9560234.00,363881.00,34679.00,329202.00,474.00,2002.00,9620.00,22554.00,102826,208057.00,18319.00
5,NC,2011.00,9.65,371227.00,33421.00,337806.00,498.00,1959.00,9448.00,21516.00,105534,215453.00,16819.00
5,NC,2012.00,9748364.00,363058.00,34464.00,328594.00,479.00,1984.00,9392.00,22609.00,99323,213151.00,16120.00
5,NC,2013.00,9848917.00,339218.00,33587.00,305631.00,463.00,1790.00,9275.00,21325.00,90182,201043.00,14406.00
5,NC,2014.00,9940387.00,318216.00,32718.00,285498.00,498.00,1738.00,8411.00,21377.00,79266,192609.00,13623.00
5,NC,2015.00,10035186.00,310649.00,34734.00,275915.00,517.00,1886.00,8821.00,22805.00,74760,187732.00,13423.00
5,NC,2016.00,10146788.00,315534.00,37769.00,277765.00,678.00,2086.00,9336.00,24906.00,72082,190377.00,15306.00
5,NC,2017.00,10270800.00,303526.00,38043.00,265483.00,622.00,1944.00,9884.00,25593.00,65247,184119.00,16117.00
5,NC,2018.00,10381615.00,280303.00,36980.00,243323.00,574.00,2633.00,7573.00,26200.00,57450,169376.00,16497.00
5,NC,2019.00,10488084.00,286231.00,38995.00,247236.00,632.00,3247.00,7599.00,27517.00,54447,174728.00,18061.00
5,ND,2000 ,642200 ,14694 ,523 ,14171 ,4.00,169 ,56 ,294 ,2093 ,11092 ,986 
5,ND,2001 ,636550 ,15339 ,505 ,14834 ,7.00,164 ,60 ,274 ,2165,11583 ,1086 
5,ND,2002 ,633911 ,15258 ,496.00,14762 ,5 ,163 ,58 ,270 ,2243 ,11501 ,1018 
5,ND,2003 ,633400 ,13872 ,508 ,13364 ,9 ,160 ,53 ,286 ,1959 ,10327 ,1078 
5,ND,2004 ,636308 ,13051 ,558 ,12493 ,8.00,177.00,43 ,330 ,2040 ,9516 ,937 
5,ND,2005 ,634605 ,13544 ,706 ,12848 ,12.00,180 ,54 ,460 ,2043 ,9732 ,1073 
5,ND,2006 ,635867 ,13522 ,813 ,12719 ,8.00,193 ,72 ,540 ,2393 ,9314 ,1012 
5,ND,2007 ,639715 ,12999 ,911 ,12088 ,12.00,207 ,70 ,622 ,2164 ,9010 ,914 
5,ND,2008 ,641421 ,14150 ,1216 ,12934 ,5.00,286 ,73 ,852 ,2304,9728 ,902 
5,ND,2009.00,646844 ,14536.00,1723 ,12813.00,12 ,296 ,107 ,1308 ,2426,9474 ,913 
5,ND,2010.00,674629.00,13558.00,1548.00,12010.00,10.00,245.00,90.00,1203.00,2000,9137.00,873.00
5,ND,2011.00,684740.00,15033.00,1699.00,13334.00,24.00,266.00,91.00,1318.00,2458,9891.00,985.00
5,ND,2012.00,701345.00,16020.00,1723.00,14297.00,25.00,279.00,127.00,1292.00,2429,10687.00,1181.00
5,ND,2013.00,723857.00,17335.00,1979.00,15356.00,16.00,288.00,161.00,1447.00,2979,10942.00,1435.00
5,ND,2014.00,740040.00,17858.00,2001.00,15857.00,23.00,275.00,175.00,1421.00,2751,11559.00,1547.00
5,ND,2015.00,756835.00,19665.00,1949.00,17716.00,21.00,285.00,159.00,1378.00,3296,12686.00,1734.00
4,ND,2016.00,757952.00,19305.00,1903.00,17402.00,15.00,256.00,181.00,1365.00,3243,12195.00,1964.00
4,ND,2017.00,755176.00,18786.00,2133.00,16653.00,10.00,406.00,183.00,1534.00,2947,11944.00,1762.00
4,ND,2018.00,758080.00,17775.00,2154.00,15621.00,18.00,409.00,158.00,1569.00,2742,11088.00,1791.00
4,ND,2019.00,762062.00,17235.00,2169.00,15066.00,24.00,437.00,179.00,1529.00,2608,10666.00,1792.00
5,NE,2000 ,1711263 ,70085 ,5606 ,64479 ,63 ,436 ,1147 ,3960 ,10131 ,49118 ,5230 
5,NE,2001 ,1720039 ,74177 ,5214 ,68963 ,43 ,431 ,1128 ,3612 ,9760 ,52713 ,6490 
5,NE,2002 ,1727564 ,73606 ,5428 ,68178 ,48 ,464 ,1359 ,3557 ,10329 ,51440 ,6409 
5,NE,2003.00,1737475 ,70294 ,5105 ,65189 ,56 ,504 ,1165 ,3380 ,10133 ,48924 ,6132 
5,NE,2004 ,1747704 ,66905 ,5393 ,61512 ,40 ,620 ,1138 ,3595 ,9826 ,46399 ,5287 
5,NE,2005 ,1758163 ,65400 ,5052 ,60348 ,44.00,581.00,1040 ,3387.00,9408 ,45359 ,5581 
5,NE,2006 ,1768331 ,64123 ,5048 ,59075 ,50.00,548.00,1129 ,3256 ,9452 ,44585 ,5038 
5,NE,2007 ,1774571 ,59469 ,5367 ,56102 ,68.00,527.00,1108 ,3664 ,9046 ,41855 ,5201 
5,NE,2008 ,1781949 ,56870 ,5537 ,51333 ,69.00,600.00,1297 ,3571 ,8717 ,38393 ,4223 
5,NE,2009 ,1796619 ,54930 ,5199 ,49731 ,41 ,617.00,1220 ,3321 ,8726 ,37496 ,3509 
5,NE,2010.00,1830141.00,53920.00,5093.00,48827.00,54.00,674.00,1020.00,3345.00,8318,36896.00,3613.00
5,NE,2011.00,1842234.00,55566.00,4672.00,50894.00,68.00,699.00, 993,2912.00,8725,38060.00,4109.00
5,NE,2012.00,1855350.00,56005.00,4802.00,51203.00,52.00,710.00,1128.00,2912.00,8745,38301.00,4157.00
5,NE,2013.00,1868969.00,54146.00,4949.00,49197.00,56.00,621.00,1035.00,3011.00,8945,35791.00,4461.00
5,NE,2014.00,1882980.00,52727.00,5201.00,47526.00,53.00,645.00,1044.00,3226.00,7936,35063.00,4527.00
5,NE,2015.00,1893765.00,47764.00,5167.00,42597.00,62.00,648.00,994.00,3226.00,6443,32148.00,4006.00
5,NE,2016.00,1907116.00,48713.00,5550.00,43163.00,49.00,738.00,946.00,3561.00,6444,31994.00,4725.00
5,NE,2017.00,1917575.00,49835.00,5979.00,43856.00,42.00,1191.00,1020.00,3726.00,6513,32064.00,5279.00
5,NE,2018.00,1925614.00,45776.00,5583.00,40193.00,44.00,1290.00,736.00,3513.00,5308,29987.00,4898.00
5,NE,2019.00,1934408.00,45270.00,5821.00,39449.00,45.00,1253.00,792.00,3731.00,4745,29719.00,4985.00
5,NH,2000 ,1235786 ,30068 ,2167 ,27901 ,22 ,522 ,453.00,1170 ,4992 ,20761 ,2148 
5,NH,2001 ,1259359 ,29233 ,2144 ,27089 ,17.00,458.00,445 ,1224 ,4889 ,20060.00,2140 
5,NH,2002 ,1274405 ,28306 ,2056 ,26250 ,12 ,446 ,413 ,1185 ,4838,19468 ,1944 
5,NH,2003 ,1288705 ,28393 ,1937 ,26456 ,17 ,438 ,480 ,1002 ,4589 ,19934 ,1933 
5,NH,2004 ,1299169 ,28860 ,2202 ,26658 ,17 ,466 ,500.00,1219 ,4979 ,19723.00,1956 
5,NH,2005 ,1306819 ,25792 ,1761 ,24031 ,19 ,406.00,365.00,971 ,4192 ,18493 ,1346.00
5,NH,2006 ,1314895 ,25466 ,1824 ,24642.00,13.00,344 ,423.00,1044.00,4358 ,18862 ,1422.00
5,NH,2007 ,1315828 ,26703 ,1807 ,24896.00,15.00,333 ,432.00,1027.00,4986 ,18611 ,1299.00
5,NH,2008 ,1321872 ,30181 ,2127 ,28054.00,14.00,400 ,424.00,1289.00,4332 ,22316 ,1406.00
5,NH,2009 ,1324575 ,30915 ,2125 ,28790.00,11.00,399 ,454.00,1261.00,4915 ,22748 ,1127.00
5,NH,2012.00,1321617.00,34915.00,2841.00,32074.00,15.00,486.00,471.00,1869.00,5988,25024.00,1062.00
4,NH,2013.00,1322616.00,32230.00,2952.00,29278.00,21.00,522.00,647.00,1506.00,4979,23355.00,944.00
4,NH,2014.00,1327996.00,28723.00,2625.00,26098.00,16.00,438.00,544.00,1469.00,4191,21051.00,856.00
4,NH,2015.00,1330111.00,26145.00,2692.00,23453.00,15.00,468.00,475.00,1558.00,3482,19076.00,895.00
4,NH,2016.00,1334795.00,22831.00,2637.00,20194.00,17.00,423.00,427.00,1611.00,2963,16360.00,871.00
4,NH,2017.00,1349767.00,21192.00,2642.00,18550.00,13.00,619.00,441.00,1569.00,2554,15087.00,909.00
2,NH,2018.00,1353465.00,19605.00,2404.00,17201.00,21.00,578.00,342.00,1463.00,1908,14396.00,897.00
2,NH,2019.00,1359711.00,18516.00,2074.00,16442.00,33.00,590.00,313.00,1138.00,1717,13832.00,893.00
